yatstats overall rank everybody,hsid,hsname,hsname.1,location,city,regionname,nickname,alumni listed,Drafted from School,Total Draft Picks,Major Leaguers,Active Players 2024-2025
1719,324,Hattiesburg,Hattiesburg,"Hattiesburg,MS","Hattiesburg,MS",Mississippi,Tigers,36,11,18,5,10
1720,1069,Ramona,Ramona,"Riverside,CA","Riverside,CA",California,Rams,30,13,17,5,10
1721,2682,Male,Male,"Louisville,KY","Louisville,KY",Kentucky,Bulldogs,51,4,16,4,10
1722,1657,Lafayette,Lafayette,"Lexington,KY","Lexington,KY",Kentucky,Generals,44,10,19,4,10
1723,1661,Valdosta,Valdosta,"Valdosta,GA","Valdosta,GA",Georgia,Wildcats,40,13,18,4,10
1724,1405,Kentwood,Kentwood,"Covington,WA","Covington,WA",Washington,Conquerors,40,6,13,4,10
1725,2562,Christian,Christian,"El Cajon,CA","El Cajon,CA",California,Patriots,22,5,7,4,10
1726,3315,Billerica Memorial,Billerica Memorial,"Billerica,MA","Billerica,MA",Massachusetts,Indians,22,3,6,4,10
1727,160,Kennedy,Kennedy,"Fremont,CA","Fremont,CA",California,Titans,18,2,5,4,10
1728,2240,Richland,Richland,"Richland,WA","Richland,WA",Washington,Bombers,55,9,18,3,10
1729,350,Highland Park,Highland Park,"Dallas,TX","Dallas,TX",Texas,Scots,50,3,13,3,10
1730,8515,Dwyer,Dwyer,"West Palm Beach,FL","West Palm Beach,FL",Florida,Panthers,44,6,12,3,10
1731,6376,Mount Juliet,Mount Juliet,"Mount Juliet,TN","Mount Juliet,TN",Tennessee,Bears,41,0,10,3,10
1732,2299,Palos Verdes Peninsula,Palos Verdes Peninsula,"Rolling Hills Estates,CA","Rolling Hills Estates,CA",California,Panthers,37,7,11,3,10
1733,4402,East Forsyth,East Forsyth,"Kernersville,NC","Kernersville,NC",North Carolina,Eagles,36,5,12,3,10
1734,1207,Eau Gallie,Eau Gallie,"Melbourne,FL","Melbourne,FL",Florida,Commodores,33,13,19,3,10
1735,325,Wilcox,Wilcox,"Santa Clara,CA","Santa Clara,CA",California,Chargers,33,11,13,3,10
1736,527,Lake Highlands,Lake Highlands,"Dallas,TX","Dallas,TX",Texas,Wildcats,33,3,6,3,10
1737,9120,Ramona,Ramona,"Ramona,CA","Ramona,CA",California,Bulldogs,32,2,16,3,10
1738,3830,Chantilly,Chantilly,"Chantilly,VA","Chantilly,VA",Virginia,Chargers,32,3,5,3,10
1739,6696,Olympia,Olympia,"Olympia,WA","Olympia,WA",Washington,Bears,32,2,5,3,10
1740,2704,Upper St. Clair,Upper St. Clair,"Upper St. Clair,PA","Upper St. Clair,PA",Pennsylvania,Panthers,32,1,5,3,10
1741,2599,Asheville,Asheville,"Asheville,NC","Asheville,NC",North Carolina,Cougars,30,3,5,3,10
1742,8203,W Tresper Clarke,W Tresper Clarke,"Westbury,NY","Westbury,NY",New York,Rams,29,2,7,3,10
1743,1956,Pittsburg,Pittsburg,"Pittsburg,CA","Pittsburg,CA",California,Pirates,25,8,13,3,10
1744,343,Jefferson,Jefferson,"Bloomington,MN","Bloomington,MN",Minnesota,Jaguars,25,4,6,3,10
1745,150,Antioch Community,Antioch Community,"Antioch,IL","Antioch,IL",Illinois,Sequoits,24,1,4,3,10
1746,5458,Kalani,Kalani,"Honolulu,HI","Honolulu,HI",Hawaii,Falcons,22,2,6,3,10
1747,5227,Hopewell,Hopewell,"Aliquippa,PA","Aliquippa,PA",Pennsylvania,Vikings,21,3,6,3,10
1748,7328,Sapulpa,Sapulpa,"Sapulpa,OK","Sapulpa,OK",Oklahoma,Chieftains,20,1,5,3,10
1749,104,Clear Creek,Clear Creek,"League City,TX","League City,TX",Texas,Wildcats,64,15,28,2,10
1750,762,Holy Cross,Holy Cross,"New Orleans,LA","New Orleans,LA",Louisiana,Tigers,55,4,10,2,10
1751,4928,Great Bridge,Great Bridge,"Chesapeake,VA","Chesapeake,VA",Virginia,Wildcats,54,6,9,2,10
1752,1143,Merritt Island,Merritt Island,"Merritt Island,FL","Merritt Island,FL",Florida,Mustangs,48,16,20,2,10
1753,2628,Dorman,Dorman,"Roebuck,SC","Roebuck,SC",South Carolina,Cavaliers,47,7,12,2,10
1754,5653,Langham Creek,Langham Creek,"Houston,TX","Houston,TX",Texas,Lobos,46,8,14,2,10
1755,1650,New Hanover,New Hanover,"Wilmington,NC","Wilmington,NC",North Carolina,Wildcats,45,12,19,2,10
1756,266,Westmoore,Westmoore,"Oklahoma City,OK","Oklahoma City,OK",Oklahoma,Jaguars,44,8,14,2,10
1757,507,Benton,Benton,"Benton,AR","Benton,AR",Arkansas,Panthers,43,2,9,2,10
1758,8025,Toms River North,Toms River North,"Toms River,NJ","Toms River,NJ",New Jersey,Mariners,42,2,7,2,10
1759,1063,Durango,Durango,"Las Vegas,NV","Las Vegas,NV",Nevada,Trailblazers,41,17,26,2,10
1760,1366,Oak Grove,Oak Grove,"Hattiesburg,MS","Hattiesburg,MS",Mississippi,Warriors,40,4,15,2,10
1761,3016,Alta Loma,Alta Loma,"Alta Loma,CA","Alta Loma,CA",California,Braves,38,10,18,2,10
1762,145,Old Mill,Old Mill,"Millersville,MD","Millersville,MD",Maryland,Patriots,37,5,11,2,10
1763,6392,Naperville North,Naperville North,"Naperville,IL","Naperville,IL",Illinois,Huskies,37,2,7,2,10
1764,3338,Bishop Manogue,Bishop Manogue,"Reno,NV","Reno,NV",Nevada,Miners,35,5,6,2,10
1765,1704,Elizabeth,Elizabeth,"Elizabeth,NJ","Elizabeth,NJ",New Jersey,Minutemen,33,10,13,2,10
1766,1933,Permian,Permian,"Odessa,TX","Odessa,TX",Texas,Panthers,33,7,13,2,10
1767,5769,Liberty,Liberty,"Brentwood,CA","Brentwood,CA",California,Lions,32,3,7,2,10
1768,1829,San Marin,San Marin,"Novato,CA","Novato,CA",California,Mustangs,31,6,12,2,10
1769,5176,Hilton Head,Hilton Head,"Hilton Head Island,SC","Hilton Head Island,SC",South Carolina,Eagles,29,3,8,2,10
1770,11063,Piedmont,Piedmont,"Monroe,NC","Monroe,NC",North Carolina,Panthers,28,1,4,2,10
1771,4899,Granby,Granby,"Norfolk,VA","Norfolk,VA",Virginia,Comets,28,0,4,2,10
1772,6452,New Rochelle,New Rochelle,"New Rochelle,NY","New Rochelle,NY",New York,Huguenots,27,3,7,2,10
1773,6126,Mechanicsburg Area,Mechanicsburg Area,"Mechanicsburg,PA","Mechanicsburg,PA",Pennsylvania,Wildcats,27,2,5,2,10
1774,706,Red Lion Area,Red Lion Area,"Red Lion,PA","Red Lion,PA",Pennsylvania,Lions,26,4,6,2,10
1775,7949,Teaneck,Teaneck,"Teaneck,NJ","Teaneck,NJ",New Jersey,Highwaymen,26,2,5,2,10
1776,2513,Audubon,Audubon,"Audubon,NJ","Audubon,NJ",New Jersey,Green Wave,25,4,6,2,10
1777,3351,Bishop Timon: St. Jude,Bishop Timon: St. Jude,"Buffalo,NY","Buffalo,NY",New York,Tigers,25,1,5,2,10
1778,9156,Mepham,Mepham,"North Bellmore,NY","North Bellmore,NY",New York,Pirates,25,0,3,2,10
1779,4363,Eagle's Landing,Eagle's Landing,"McDonough,GA","McDonough,GA",Georgia,Eagles,24,3,9,2,10
1780,8156,Valley View,Valley View,"Archbald,PA","Archbald,PA",Pennsylvania,Cougars,24,4,8,2,10
1781,3389,Boise,Boise,"Boise,ID","Boise,ID",Idaho,Braves,23,3,5,2,10
1782,842,Arlington,Arlington,"Arlington,MA","Arlington,MA",Massachusetts,Spy Ponders,22,4,7,2,10
1783,3717,Centennial,Centennial,"Roswell,GA","Roswell,GA",Georgia,Knights,22,1,6,2,10
1784,5634,Lakeside,Lakeside,"Seattle,WA","Seattle,WA",Washington,Lions,22,0,6,2,10
1785,3446,Brentwood,Brentwood,"Brentwood,TN","Brentwood,TN",Tennessee,Bruins,22,2,5,2,10
1786,7638,Spring Valley,Spring Valley,"Las Vegas,NV","Las Vegas,NV",Nevada,Grizzlies,22,1,5,2,10
1787,5584,La Plata,La Plata,"La Plata,MD","La Plata,MD",Maryland,Warriors,22,2,4,2,10
1788,7128,River City,River City,"Sacramento,CA","Sacramento,CA",California,Raiders,21,3,8,2,10
1789,2384,University,University,"Morgantown,WV","Morgantown,WV",West Virginia,Hawks,21,2,4,2,10
1790,4784,Gardendale,Gardendale,"Gardendale,AL","Gardendale,AL",Alabama,Rockets,21,3,3,2,10
1791,9921,Maria Carrillo,Maria Carrillo,"Santa Rosa,CA","Santa Rosa,CA",California,Pumas,20,0,6,2,10
1792,7208,Roncalli,Roncalli,"Omaha,NE","Omaha,NE",Nebraska,Crimson Pride,20,0,5,2,10
1793,9948,Tabor Academy,Tabor Academy,"Marion,MA","Marion,MA",Massachusetts,Seawolves,20,0,3,2,10
1794,8907,Flint Hill Prep,Flint Hill Prep,"Oakton,VA","Oakton,VA",Virginia,Huskies,18,2,2,2,10
1795,8227,Waller,Waller,"Waller,TX","Waller,TX",Texas,Bulldogs,17,1,3,2,10
1796,4823,Gettysburg Area,Gettysburg Area,"Gettysburg,PA","Gettysburg,PA",Pennsylvania,Warriors,16,1,3,2,10
1797,7614,Spanish Fork,Spanish Fork,"Spanish Fork,UT","Spanish Fork,UT",Utah,Dons,60,6,13,1,10
1798,2016,Fairfield,Fairfield,"Fairfield,OH","Fairfield,OH",Ohio,Indians,49,7,10,1,10
1799,6,Rock Island,Rock Island,"Rock Island,IL","Rock Island,IL",Illinois,Rocks,41,2,8,1,10
1800,2648,East Rowan,East Rowan,"Salisbury,NC","Salisbury,NC",North Carolina,Mustangs,40,8,12,1,10
1801,6394,Nansemond River,Nansemond River,"Suffolk,VA","Suffolk,VA",Virginia,Warriors,40,0,3,1,10
1802,1859,North Little Rock,North Little Rock,"North Little Rock,AR","North Little Rock,AR",Arkansas,Charging Wildcats,39,10,12,1,10
1803,10280,JL Mann Academy,JL Mann Academy,"Greenville,SC","Greenville,SC",South Carolina,Patriots,38,2,7,1,10
1804,466,Central,Central,"Baton Rouge,LA","Baton Rouge,LA",Louisiana,Wildcats,37,5,8,1,10
1805,1739,Thomas Richard Robinson,Thomas Richard Robinson,"Tampa,FL","Tampa,FL",Florida,Knights,35,12,17,1,10
1806,502,Newport Harbor,Newport Harbor,"Newport Beach,CA","Newport Beach,CA",California,Sailors,35,6,16,1,10
1807,10666,Elyria Catholic,Elyria Catholic,"Elyria,OH","Elyria,OH",Ohio,Pioneers,35,0,2,1,10
1808,5117,Hendersonville,Hendersonville,"Hendersonville,TN","Hendersonville,TN",Tennessee,Commandos,34,1,8,1,10
1809,6787,Parkway South,Parkway South,"Manchester,MO","Manchester,MO",Missouri,Patriots,34,4,4,1,10
1810,7,Atlee,Atlee,"Mechanicsville,VA","Mechanicsville,VA",Virginia,Raiders,34,1,4,1,10
1811,10722,Canisius,Canisius,"Buffalo,NY","Buffalo,NY",New York,Crusaders,34,1,2,1,10
1812,8956,Liberty,Liberty,"Renton,WA","Renton,WA",Washington,Patriots,33,6,11,1,10
1813,9978,Collins Hill,Collins Hill,"Suwanee,GA","Suwanee,GA",Georgia,Screaming Eagles,33,3,10,1,10
1814,2698,Skyview,Skyview,"Vancouver,WA","Vancouver,WA",Washington,Storm,33,6,9,1,10
1815,1698,Lancaster,Lancaster,"Lancaster,NY","Lancaster,NY",New York,Redskins,33,5,6,1,10
1816,7370,Seattle Prep,Seattle Prep,"Seattle,WA","Seattle,WA",Washington,Panthers,33,3,5,1,10
1817,291,Osceola,Osceola,"Seminole,FL","Seminole,FL",Florida,Warriors,32,4,11,1,10
1818,1911,Billings,Billings,"Billings,MT","Billings,MT",Montana,Broncs,32,8,10,1,10
1819,851,Upper Arlington,Upper Arlington,"Upper Arlington,OH","Upper Arlington,OH",Ohio,Golden Bears,32,1,5,1,10
1820,7885,Sun Prairie,Sun Prairie,"Sun Prairie,WI","Sun Prairie,WI",Wisconsin,Cardinals,32,2,4,1,10
1821,1451,Cajon,Cajon,"San Bernardino,CA","San Bernardino,CA",California,Cowboys,31,5,9,1,10
1822,7579,Southeast Guilford,Southeast Guilford,"Greensboro,NC","Greensboro,NC",North Carolina,Falcons,31,4,8,1,10
1823,1848,Southridge,Southridge,"Kennewick,WA","Kennewick,WA",Washington,Suns,30,7,10,1,10
1824,322,Dublin,Dublin,"Dublin,CA","Dublin,CA",California,Gaels,30,2,8,1,10
1825,1998,Alhambra,Alhambra,"Martinez,CA","Martinez,CA",California,Bulldogs,29,9,11,1,10
1826,6068,Rochester Mayo,Rochester Mayo,"Rochester,MN","Rochester,MN",Minnesota,Spartans,29,5,9,1,10
1827,11557,Holy Innocents,Holy Innocents,"Atlanta,GA","Atlanta,GA",Georgia,Golden Bears,29,1,3,1,10
1828,7046,Randleman,Randleman,"Randleman,NC","Randleman,NC",North Carolina,Tigers,28,7,9,1,10
1829,11180,Detroit Jesuit,Detroit Jesuit,"Detroit,MI","Detroit,MI",Michigan,Cubs,28,2,3,1,10
1830,9924,Lipscomb Academy,Lipscomb Academy,"Nashville,TN","Nashville,TN",Tennessee,Mustangs,28,2,3,1,10
1831,1485,Selah,Selah,"Selah,WA","Selah,WA",Washington,Vikings,27,4,10,1,10
1832,5870,Loveland,Loveland,"Loveland,OH","Loveland,OH",Ohio,Tigers,27,0,5,1,10
1833,7543,South Kingstown,South Kingstown,"Wakefield,RI","Wakefield,RI",Rhode Island,Rebels,27,2,4,1,10
1834,6550,North Kingstown,North Kingstown,"North Kingston,RI","North Kingston,RI",Rhode Island,Skippers,27,1,3,1,10
1835,2486,Marion,Marion,"Marion,IL","Marion,IL",Illinois,Wildcats,26,6,7,1,10
1836,2823,W.F. West,W.F. West,"Chehalis,WA","Chehalis,WA",Washington,Bearcats,25,8,11,1,10
1837,7760,St. Joseph Notre Dame,St. Joseph Notre Dame,"Alameda,CA","Alameda,CA",California,Pilots,25,6,10,1,10
1838,10516,Piedra Vista,Piedra Vista,"Farmington,NM","Farmington,NM",New Mexico,Panthers,25,3,10,1,10
1839,4265,Dixie,Dixie,"St. George,UT","St. George,UT",Utah,Flyers,25,7,7,1,10
1840,2304,Hillcrest,Hillcrest,"Simpsonville,SC","Simpsonville,SC",South Carolina,Rams,25,3,6,1,10
1841,6256,Monroe,Monroe,"Monroe,WA","Monroe,WA",Washington,Bearcats,25,1,6,1,10
1842,3149,Aurora Central Catholic,Aurora Central Catholic,"Aurora,IL","Aurora,IL",Illinois,Chargers,25,2,5,1,10
1843,3718,Centennial,Centennial,"Franklin,TN","Franklin,TN",Tennessee,Cougars,25,1,3,1,10
1844,4011,Columbia,Columbia,"Lake City,FL","Lake City,FL",Florida,Tigers,24,4,5,1,10
1845,3706,Cedar Crest,Cedar Crest,"Lebanon,PA","Lebanon,PA",Pennsylvania,Falcons,24,2,5,1,10
1846,3474,Brien McMahon,Brien McMahon,"Norwalk,CT","Norwalk,CT",Connecticut,Senators,24,1,4,1,10
1847,10521,Bolingbrook,Bolingbrook,"Bolingbrook,IL","Bolingbrook,IL",Illinois,Raiders,24,0,1,1,10
1848,2493,Rex Putnam,Rex Putnam,"Milwaukie,OR","Milwaukie,OR",Oregon,Kingsmen,23,4,7,1,10
1849,8672,Pembroke Pines Charter,Pembroke Pines Charter,"Pembroke Pines,FL","Pembroke Pines,FL",Florida,Jaguars,22,3,4,1,10
1850,9508,Forest Lake,Forest Lake,"Forest Lake,MN","Forest Lake,MN",Minnesota,Rangers,22,1,3,1,10
1851,8486,Whitefish Bay,Whitefish Bay,"Whitefish Bay,WI","Whitefish Bay,WI",Wisconsin,Bulldogs,21,3,9,1,10
1852,6165,Methacton,Methacton,"Norristown,PA","Norristown,PA",Pennsylvania,Warriors,21,2,5,1,10
1853,4036,Conard,Conard,"West Hartford,CT","West Hartford,CT",Connecticut,Chieftains,21,1,4,1,10
1854,6601,Northern Valley Regional,Northern Valley Regional,"Old Tappan,NJ","Old Tappan,NJ",New Jersey,Golden Knights,21,0,3,1,10
1855,6018,Mars Area,Mars Area,"Mars,PA","Mars,PA",Pennsylvania,Fightin' Planets,20,0,4,1,10
1856,723,Notre Dame,Notre Dame,"Crowley,LA","Crowley,LA",Louisiana,Pioneers,20,1,3,1,10
1857,8548,Windsor,Windsor,"Windsor,CT","Windsor,CT",Connecticut,Warriors,20,1,3,1,10
1858,11179,Franklin Community,Franklin Community,"Franklin,IN","Franklin,IN",Indiana,Grizzly Cubs,19,1,5,1,10
1859,11434,Waukesha West,Waukesha West,"Waukesha,WI","Waukesha,WI",Wisconsin,Wolverines,19,1,2,1,10
1860,9016,Sachem North,Sachem North,"Lake Ronkonkoma,NY","Lake Ronkonkoma,NY",New York,Arrows,18,0,3,1,10
1861,8897,Lakes Community,Lakes Community,"Lake Villa,IL","Lake Villa,IL",Illinois,Eagles,18,2,2,1,10
1862,834,Conner,Conner,"Hebron,KY","Hebron,KY",Kentucky,Cougars,18,1,1,1,10
1863,497,Clifton,Clifton,"Clifton,NJ","Clifton,NJ",New Jersey,Mustangs,18,0,1,1,10
1864,7064,Red Oak,Red Oak,"Red Oak,TX","Red Oak,TX",Texas,Hawks,17,2,3,1,10
1865,5385,Joel Barlow,Joel Barlow,"Redding,CT","Redding,CT",Connecticut,Falcons,16,2,2,1,10
1866,843,Arlington,Arlington,"Arlington,WA","Arlington,WA",Washington,Eagles,16,1,2,1,10
1867,2123,St. Francis,St. Francis,"Wheaton,IL","Wheaton,IL",Illinois,Spartans,16,0,2,1,10
1868,3376,Blue Mountain,Blue Mountain,"Schuylkill Haven,PA","Schuylkill Haven,PA",Pennsylvania,Eagles,16,1,1,1,10
1869,2556,Franklin,Franklin,"Livonia,MI","Livonia,MI",Michigan,Patriots,15,2,3,1,10
1870,15514,Desert Hills,Desert Hills,"St. George,UT","St. George,UT",Utah,Thunder,14,0,2,1,10
1871,747,Plymouth Salem,Plymouth Salem,"Canton,MI","Canton,MI",Michigan,-,14,0,2,1,10
1872,13918,Reservoir,Reservoir,"Fulton,MD","Fulton,MD",Maryland,Gators,13,1,1,1,10
1873,8565,Winter Park,Winter Park,"Winter Park,FL","Winter Park,FL",Florida,Wildcats,55,5,14,0,10
1874,2751,Washington Township,Washington Township,"Sewell,NJ","Sewell,NJ",New Jersey,Minutemen,40,6,11,0,10
1875,6548,North Hunterdon,North Hunterdon,"Annandale,NJ","Annandale,NJ",New Jersey,Lions,40,5,9,0,10
1876,2411,Downey,Downey,"Downey,CA","Downey,CA",California,Vikings,39,11,14,0,10
1877,1961,Trinity,Trinity,"Euless,TX","Euless,TX",Texas,Trojans,36,4,12,0,10
1878,2170,Chesterton,Chesterton,"Chesterton,IN","Chesterton,IN",Indiana,Trojans,32,7,8,0,10
1879,11084,Southwest Guilford,Southwest Guilford,"High Point,NC","High Point,NC",North Carolina,Cowboys,32,0,7,0,10
1880,9917,Emmaus,Emmaus,"Emmaus,PA","Emmaus,PA",Pennsylvania,Green Hornets,32,0,3,0,10
1881,12728,Marvin Ridge ,Marvin Ridge ,"Waxhaw,NC","Waxhaw,NC",North Carolina,Mavericks,32,1,1,0,10
1882,1038,West Deptford,West Deptford,"Westville,NJ","Westville,NJ",New Jersey,Eagles,30,1,3,0,10
1883,13806,Johns Creek,Johns Creek,"Johns Creek,GA","Johns Creek,GA",Georgia,Gladiators,30,0,3,0,10
1884,1804,Murray,Murray,"Murray,UT","Murray,UT",Utah,Spartans,29,9,11,0,10
1885,2517,Palm Harbor University,Palm Harbor University,"Palm Harbor,FL","Palm Harbor,FL",Florida,Hurricanes,29,4,8,0,10
1886,3120,Greece Athena,Greece Athena,"Rochester,NY","Rochester,NY",New York,Trojans,29,2,4,0,10
1887,5180,Hinsdale South ,Hinsdale South ,"Darien,IL","Darien,IL",Illinois,Hornets,29,1,1,0,10
1888,2233,Campbell,Campbell,"Smyrna,GA","Smyrna,GA",Georgia,Spartans,28,5,8,0,10
1889,10888,Olathe Northwest,Olathe Northwest,"Olathe,KS","Olathe,KS",Kansas,Ravens,28,0,6,0,10
1890,4249,Detroit Country Day,Detroit Country Day,"Beverly Hills,MI","Beverly Hills,MI",Michigan,-,28,3,3,0,10
1891,3204,Bartlett,Bartlett,"Bartlett,IL","Bartlett,IL",Illinois,Hawks,28,1,1,0,10
1892,1564,Chaminade-Madonna,Chaminade-Madonna,"Hollywood,FL","Hollywood,FL",Florida,Lions,27,7,10,0,10
1893,4264,Division Avenue,Division Avenue,"Levittown,NY","Levittown,NY",New York,Blue Dragons,27,1,7,0,10
1894,13501,Neumann-Goretti,Neumann-Goretti,"Philadelphia,PA","Philadelphia,PA",Pennsylvania,Saints,27,1,3,0,10
1895,7343,Sayreville War Memorial,Sayreville War Memorial,"South Amboy,NJ","South Amboy,NJ",New Jersey,Bombers,26,2,8,0,10
1896,5205,Holy Angels Academy,Holy Angels Academy,"Richfield,MN","Richfield,MN",Minnesota,Stars,26,4,5,0,10
1897,1535,East Brunswick,East Brunswick,"East Brunswick,NJ","East Brunswick,NJ",New Jersey,Bears,26,3,3,0,10
1898,1633,Edison,Edison,"Edison,NJ","Edison,NJ",New Jersey,Eagles,26,3,3,0,10
1899,8012,Timpanogos,Timpanogos,"Orem,UT","Orem,UT",Utah,Timberwolves,25,5,6,0,10
1900,6607,Northport,Northport,"Northport,NY","Northport,NY",New York,Tigers,25,4,6,0,10
1901,4852,Glenbard East,Glenbard East,"Glen Ellyn,IL","Glen Ellyn,IL",Illinois,Rams,25,2,5,0,10
1902,8603,Wylie,Wylie,"Wylie,TX","Wylie,TX",Texas,Pirates,25,2,5,0,10
1903,6155,Mentor,Mentor,"Mentor,OH","Mentor,OH",Ohio,Cardinals,25,1,5,0,10
1904,3329,Bishop Dwenger,Bishop Dwenger,"New Haven,IN","New Haven,IN",Indiana,Saints,25,1,4,0,10
1905,13868,Mukwonago,Mukwonago,"Mukwonago,WI","Mukwonago,WI",Wisconsin,Indians,25,0,0,0,10
1906,8114,Unionville,Unionville,"Kennett Square,PA","Kennett Square,PA",Pennsylvania,Indians,24,3,7,0,10
1907,6408,Nazareth Area,Nazareth Area,"Nazareth,PA","Nazareth,PA",Pennsylvania,Blue Eagles,24,1,4,0,10
1908,5548,Kings,Kings,"Mason,OH","Mason,OH",Ohio,Knights,24,1,1,0,10
1909,320,Syosset,Syosset,"Syosset,NY","Syosset,NY",New York,Braves,24,0,0,0,10
1910,3920,Clackamas,Clackamas,"Clackamas,OR","Clackamas,OR",Oregon,Cavaliers,23,5,6,0,10
1911,12696,Yale Secondary School,Yale Secondary School,"Abbotsford,BC","Abbotsford,BC",British Columbia,Lions,23,3,4,0,10
1912,6194,Midlothian,Midlothian,"Midlothian,TX","Midlothian,TX",Texas,Panthers,23,2,4,0,10
1913,13490,Bishop Foley,Bishop Foley,"Madison Heights,MI","Madison Heights,MI",Michigan,Ventures,23,1,4,0,10
1914,6191,Middletown North,Middletown North,"Middletown,NJ","Middletown,NJ",New Jersey,Lions,23,1,4,0,10
1915,8707,Hendrickson,Hendrickson,"Pflugerville,TX","Pflugerville,TX",Texas,Hawks,23,0,3,0,10
1916,9509,Roseville Area,Roseville Area,"Roseville,MN","Roseville,MN",Minnesota,Raiders,23,0,2,0,10
1917,8987,Great Valley,Great Valley,"Malvern,PA","Malvern,PA",Pennsylvania,Patriots,23,0,1,0,10
1918,8648,Hanover Park,Hanover Park,"Hanover,NJ","Hanover,NJ",New Jersey,Hornets,23,0,1,0,10
1919,12591,Pine Creek,Pine Creek,"Colorado Springs,CO","Colorado Springs,CO",Colorado,Eagles,22,2,5,0,10
1920,7826,St. Pius X,St. Pius X,"Albuquerque,NM","Albuquerque,NM",New Mexico,Sartans,22,2,3,0,10
1921,1768,Truman,Truman,"Levittown,PA","Levittown,PA",Pennsylvania,Tigers,22,0,3,0,10
1922,8697,Fleming Island,Fleming Island,"Orange Park,FL","Orange Park,FL",Florida,Golden Eagles,22,1,2,0,10
1923,9577,Lee's Summit North,Lee's Summit North,"Lee's Summit,MO","Lee's Summit,MO",Missouri,Broncos,22,0,2,0,10
1924,4601,Fayetteville-Manlius,Fayetteville-Manlius,"Manlius,NY","Manlius,NY",New York,Hornets,22,1,1,0,10
1925,12806,Little Rock Christian,Little Rock Christian,"Little Rock,AR","Little Rock,AR",Arkansas,Warriors,21,0,3,0,10
1926,3602,Canton,Canton,"Canton,MI","Canton,MI",Michigan,Chiefs,21,1,2,0,10
1927,9321,Eaglecrest,Eaglecrest,"Centennial,CO","Centennial,CO",Colorado,Raptors,21,0,2,0,10
1928,13048,Moorhead,Moorhead,"Moorhead,MN","Moorhead,MN",Minnesota,Spuds,21,0,1,0,10
1929,6826,Penfield,Penfield,"Penfield,NY","Penfield,NY",New York,Patriots,20,2,4,0,10
1930,9902,Portsmouth,Portsmouth,"Portsmouth,RI","Portsmouth,RI",Rhode Island,Patriots,20,1,4,0,10
1931,11069,Magnolia Heights,Magnolia Heights,"Senatobia,MS","Senatobia,MS",Mississippi,Chiefs,20,2,3,0,10
1932,10686,Metamora Township,Metamora Township,"Metamora,IL","Metamora,IL",Illinois,Redbirds,20,1,3,0,10
1933,4152,Dallastown Area,Dallastown Area,"York,PA","York,PA",Pennsylvania,Wildcats,20,1,1,0,10
1934,9253,Chartiers Valley,Chartiers Valley,"Bridgeville,PA","Bridgeville,PA",Pennsylvania,Colts,20,0,1,0,10
1935,4091,Creekside,Creekside,"Jacksonville,FL","Jacksonville,FL",Florida,Knights,20,0,1,0,10
1936,9565,Montwood,Montwood,"El Paso,TX","El Paso,TX",Texas,Rams,20,0,1,0,10
1937,13942,Woodgrove,Woodgrove,"Purcellville,VA","Purcellville,VA",Virginia,Wolverines,20,0,1,0,10
1938,5258,Hudson,Hudson,"Hudson,WI","Hudson,WI",Wisconsin,Raiders,20,0,0,0,10
1939,10735,Williamsville East,Williamsville East,"Williamsville,NY","Williamsville,NY",New York,Flames,19,2,3,0,10
1940,9280,Van Buren,Van Buren,"Van Buren,AR","Van Buren,AR",Arkansas,Pointers,19,0,3,0,10
1941,11692,Woodford County,Woodford County,"Versailles,KY","Versailles,KY",Kentucky,Yellowjackets,19,2,2,0,10
1942,5113,Hempstead,Hempstead,"Dubuque,IA","Dubuque,IA",Iowa,Mustangs,19,1,2,0,10
1943,11013,East Peoria Community,East Peoria Community,"East Peoria,IL","East Peoria,IL",Illinois,Raiders,19,0,0,0,10
1944,708,Lincoln,Lincoln,"Sioux Falls,SD","Sioux Falls,SD",South Dakota,Patriots,18,2,4,0,10
1945,3857,Chatham,Chatham,"Chatham,NJ","Chatham,NJ",New Jersey,Cougars,18,2,2,0,10
1946,5521,Kenwood Academy,Kenwood Academy,"Chicago,IL","Chicago,IL",Illinois,Broncos,18,1,2,0,10
1947,1520,Williamstown,Williamstown,"Williamstown,NJ","Williamstown,NJ",New Jersey,Braves,18,0,2,0,10
1948,3306,Bethlehem Catholic,Bethlehem Catholic,"Bethlehem,PA","Bethlehem,PA",Pennsylvania,Hawks,18,1,1,0,10
1949,12431,North Pocono,North Pocono,"Moscow,PA","Moscow,PA",Pennsylvania,Trojans,18,0,1,0,10
1950,8881,Clovis East,Clovis East,"Clovis,CA","Clovis,CA",California,Timberwolves,17,2,3,0,10
1951,4169,Davison,Davison,"Davison,MI","Davison,MI",Michigan,Cardinals,17,2,3,0,10
1952,13774,Central Mountain,Central Mountain,"Lock Haven,PA","Lock Haven,PA",Pennsylvania,Wildcats,17,0,3,0,10
1953,15459,The Villages Charter,The Villages Charter,"The Villages,FL","The Villages,FL",Florida,Buffaloes,17,0,3,0,10
1954,14236,Salem Hills,Salem Hills,"Salem,UT","Salem,UT",Utah,Skyhawks,17,1,2,0,10
1955,2771,Smithtown West,Smithtown West,"Smithtown,NY","Smithtown,NY",New York,Bulls,17,0,1,0,10
1956,13772,Webster Thomas,Webster Thomas,"Webster,NY","Webster,NY",New York,Titans,17,0,1,0,10
