hsid,hsname,hslocation,cityname,regionname,regionid,nickname,color1,color2,color3
314,Reedsville,"Reedsville,WI",Reedsville,Wisconsin,WI,Panthers,Orange,Black,
315,Reedsport,"Reedsport,OR",Reedsport,Oregon,OR,Braves,Black,Red,
316,St. Anthony,"Jersey City,NJ",Jersey City,New Jersey,NJ,Friars,Maroon,Gold,
317,Alta,"Sandy,UT",Sandy,Utah,UT,Hawks,Black,Red,Silver
318,Elkins,"Missouri City,TX",Missouri City,Texas,TX,Knights,RoyalBlue,Gold,
319,Elkins,"Elkins,WV",Elkins,West Virginia,WV,Tigers,Black,Orange,
320,Syosset,"Syosset,NY",Syosset,New York,NY,Braves,Red,Black,White
321,Franklin,"Franklin,TN",Franklin,Tennessee,TN,Rebels,Maroon,White,
322,Dublin,"Dublin,GA",Dublin,Georgia,GA,Fighting Irish,Green,Gold,
323,Niles West,"Skokie,IL",Skokie,Illinois,IL,Wolves,Red,White,
324,Hattiesburg,"Hattiesburg,MS",Hattiesburg,Mississippi,MS,Tigers,Purple,Gold,
325,Wilcox,"Santa Clara,CA",Santa Clara,California,CA,Chargers,Black,White,Gold
326,Columbine,"Littleton,CO",Littleton,Colorado,CO,Rebels,Navy,Silver,
327,Harrison Central,"Gulfport,MS",Gulfport,Mississippi,MS,Red Rebels,Red,Black,White
328,Adlai E. Stevenson,"Lincolnshire,IL",Lincolnshire,Illinois,IL,Patriots,228B22,Gold,
329,Eastside Catholic,"Sammamish,WA",Sammamish,Washington,WA,Crusaders,Orange,Blue,White
331,Warwick,"Newport News,VA",Newport News,Virginia,VA,Raiders,Maroon,Gold,
332,Laguna Hills,"Laguna Hills,CA",Laguna Hills,California,CA,Hawks,Brown,Gold,
333,Wayne County,"Jesup,GA",Jesup,Georgia,GA,Yellowjackets,Gold,White,
334,St. Vincent de Paul,"Petaluma,CA",Petaluma,California,CA,Mustangs,Blue,White,Red
335,Berkeley,"Berkeley,CA",Berkeley,California,CA,Yellowjackets,Crimson,Gold,
336,Aldergrove,"Aldergrove,BC",Aldergrove,British Columbia,BC,Totems,Blue,White,
337,Gonzaga Preparatory,"Spokane,WA",Spokane,Washington,WA,Bullpups,113D56,White,
338,Sheepshead Bay,"Brooklyn,NY",Brooklyn,New York,NY,Sharks,Orange,Blue,White
339,Locke,"Los Angeles,CA",Los Angeles,California,CA,Saints,B0E0E6,Gold,
340,Haddon Township,"Westmont,NJ",Westmont,New Jersey,NJ,Hawks,Scarlet,White,
341,Laney,"Wilmington,NC",Wilmington,North Carolina,NC,Buccaneers,Blue,Gold,
342,Niwot,"Niwot,CO",Niwot,Colorado,CO,Cougars,4CBB17,Silver,
343,Jefferson,"Dallas,TX",Dallas,Texas,TX,Patriots,Cardinal,9BDDFF,
344,Greenwich,"Greenwich,CT",Greenwich,Connecticut,CT,Cardinals,Red,White,
345,Linden,"Linden,MI",Linden,Michigan,MI,Eagles,Red,White,Black
346,Lindenhurst,"Lindenhurst,NY",Lindenhurst,New York,NY,Bulldogs,Green,White,
347,Franklin Heights,"Columbus,OH",Columbus,Ohio,OH,Falcons,Black,Gold,
348,Highland,"Salt Lake City,UT",Salt Lake City,Utah,UT,Rams,Black,White,
349,Kamehameha,"Honolulu,HI",Honolulu,Hawaii,HI,Warriors,Blue,White,
350,Highland Park,"Dallas,TX",Dallas,Texas,TX,Scots,blue,Gold,
351,Skyline,"Oakland,CA",Oakland,California,CA,Titans,Red,Black,White
352,Viewmont,"Bountiful,UT",Bountiful,Utah,UT,Vikings,Red,Gold,
353,Salesianum,"Wilmington,DE",Wilmington,Delaware,DE,Sallies,Gold,white,
354,Baker,"Columbus,GA",Columbus,Georgia,GA,Lions,blue,white,
355,Oshkosh Christian,"Oshkosh,WI",Oshkosh,Wisconsin,WI,-,-,-,
356,Oshkosh West,"Oshkosh,WI",Oshkosh,Wisconsin,WI,Wildcats,RoyalBlue,White,
357,Coppell,"Coppell,TX",Coppell,Texas,TX,Cowboys,Red,white,
358,Meridian,"Indianapolis,IN",Indianapolis,Indiana,IN,Falcons,Navy,Silver,
359,Grant,"Portland,OR",Portland,Oregon,OR,Generals,Blue,Grey,
360,Grant,"Oklahoma City,OK",Oklahoma City,Oklahoma,OK,Generals,Red,Gray,
361,Cambridge Rindge And Latin,"Cambridge,MA",Cambridge,Massachusetts,MA,Falcons,Black,Gray,
362,Southwest Christian,"Fort Worth,TX",Fort Worth,Texas,TX,Eagles,Green,Blue,
363,Theodore,"Theodore,AL",Theodore,Alabama,AL,Bobcats,Red,White,
364,Arlington,"Arlington,TX",Arlington,Texas,TX,Colts,Green,White,
365,Potosi,"Potosi,MO",Potosi,Missouri,MO,Trojans,Purple,Gold,
366,Potosi,"Potosi,WI",Potosi,Wisconsin,WI,Chieftains,Maroon,Gold,
367,South Carroll,"Sykesville,MD",Sykesville,Maryland,MD,Cavaliers,Black,Gold,
368,Shaker Heights,"Shaker Heights,OH",Shaker Heights,Ohio,OH,Red Raiders,Red,white,
369,West De Pere,"De Pere,WI",De Pere,Wisconsin,WI,Phantoms,Orange,Black,
370,Edmonds,"Edmonds,WA",Edmonds,Washington,WA,Tigers,-,-,
371,Edmonds-Woodway,"Edmonds,WA",Edmonds,Washington,WA,Warriors,Purple,Green,
372,Edmondson-Westside,"Baltimore,MD",Baltimore,Maryland,MD,Red Storm,Scarlet,White,
374,Hillsborough,"Tampa,FL",Tampa,Florida,FL,Terriers,Red,Black,
375,Lincoln,"Port Arthur,TX",Port Arthur,Texas,TX,-,-,-,
376,George Washington,"New York,NY",New York,New York,NY,Trojans,Black,Orange,White
377,Washington,"Danville,VA",Danville,Virginia,VA,Eagles,Navy,Silver,
378,George Washington,"Denver,CO",Denver,Colorado,CO,Patriots,Green,White,
380,Morehouse,"Bastrop,LA",Bastrop,Louisiana,LA,-,-,-,
381,South River,"South River,NJ",South River,New Jersey,NJ,Rams,Maroon,Gray,
382,Ringgold,"Monongahela,PA",Monongahela,Pennsylvania,PA,Rams,Blue,Gold,
383,Central Catholic,"Pittsburgh,PA",Pittsburgh,Pennsylvania,PA,Vikings,Blue,Gold,
384,Yosemite,"Oakhurst,CA",Oakhurst,California,CA,Badgers,Navy,9BDDFF,
385,Luis Munoz Marin,"Anasco,PR",Anasco,Puerto Rico,PR,-,-,-,
386,Harrison,"Kennesaw,GA",Kennesaw,Georgia,GA,Hoyas,4CBB17,White,Navy
387,Mehlville,"St. Louis,MO",St. Louis,Missouri,MO,Panthers,Green,White,
388,Shadle Park,"Spokane,WA",Spokane,Washington,WA,Highlanders,Green,Gold,
389,Yuba City,"Yuba City,CA",Yuba City,California,CA,Honkers,Brown,Gold,
390,Boyd County,"Ashland,KY",Ashland,Kentucky,KY,Lions,Scarlet,White,
391,Manchester Central,"Manchester,NH",Manchester,New Hampshire,NH,Little Green,Green,White,
392,University,"Irvine,CA",Irvine,California,CA,Trojans,Blue,White,
393,Laurel Valley,"New Florence,PA",New Florence,Pennsylvania,PA,Rams,Black,Red,
394,Hamden,"Hamden,CT",Hamden,Connecticut,CT,Green Dragons,Green,Gold,
395,Meridian,"Meridian,MS",Meridian,Mississippi,MS,Wildcats,Blue,White,
396,Meridian,"Mounds,IL",Mounds,Illinois,IL,Bobcats,Scarlet,White,
397,Kent-Meridian,"Kent,WA",Kent,Washington,WA,Royals,RoyalBlue,White,
398,Meridian,"Meridian,ID",Meridian,Idaho,ID,Warriors,Blue,Gold,
399,Lincoln,"San Diego,CA",San Diego,California,CA,Hornets,4CBB17,White,
400,Shorecrest,"Shoreline,WA",Shoreline,Washington,WA,Fighting Scots,Navy,Forest Green,Old Gold
401,Nathan Hale,"Tulsa,OK",Tulsa,Oklahoma,OK,Rangers,Blue,Silver,
402,Indianola,"Indianola,IA",Indianola,Iowa,IA,Indians,Purple,Gold,
403,Indianola Academy,"Indianola,MS",Indianola,Mississippi,MS,Colonels,RoyalBlue,White,
404,Marple Newtown,"Newton Square,PA",Newton Square,Pennsylvania,PA,Fightin' Tigers,Black,Orange,
405,Northside,"Northport,AL",Northport,Alabama,AL,Rams,9BDDFF,White,
406,Northside,"Fort Smith,AR",Fort Smith,Arkansas,AR,Grizzlies,Red,White,
407,Northside Christian,"St. Petersburg,FL",St. Petersburg,Florida,FL,Mustangs,RoyalBlue,White,
409,North Side,"Jackson,TN",Jackson,Tennessee,TN,Indians,Blue,Gold,
410,Northside,"Lafayette,LA",Lafayette,Louisiana,LA,Vikings,Red,Black,White
411,Northside,"Muncie,IN",Muncie,Indiana,IN,-,-,-,
412,Northside,"Columbus,GA",Columbus,Georgia,GA,Patriots,Red,Blue,White
413,Northside,"Vernon,TX",Vernon,Texas,TX,Indians,Maroon,white,
414,Brush,"Cleveland,OH",Cleveland,Ohio,OH,Arcs,Brown,Gold,
415,Gordonsville,"Gordonsville,TN",Gordonsville,Tennessee,TN,Tigers,RoyalBlue,White,
416,San Fernando,"San Fernando,CA",San Fernando,California,CA,Tigers,Black,Gold,
417,Fairfax,"Los Angeles,CA",Los Angeles,California,CA,Lions,Crimson,Gold,Black
418,Fairfax,"Fairfax,VA",Fairfax,Virginia,VA,Rebels,Blue,Gray,Black
419,Coolidge,"Coolidge,AZ",Coolidge,Arizona,AZ,Bears,Scarlet,RoyalBlue,
420,North Mesquite,"Mesquite,TX",Mesquite,Texas,TX,Stallions,Blue,White,
421,Cardinal Carter,"Richmond Hill,ON",Richmond Hill,Ontario,ON,Celtics,Gold,Green,
422,Barrington,"Barrington,IL",Barrington,Illinois,IL,Broncos,Scarlet,White,Black
423,El Segundo,"El Segundo,CA",El Segundo,California,CA,Eagles,Blue,Gold,
424,Forest Hill,"West Palm Beach,FL",West Palm Beach,Florida,FL,Falcons,Red,Blue,White
425,Lansdowne,"Baltimore,MD",Baltimore,Maryland,MD,Vikings,Blue,Scarlet,
426,Shenandoah Valley,"Shenandoah,PA",Shenandoah,Pennsylvania,PA,Blue Devils,Blue,White,
427,Mullen,"Denver,CO",Denver,Colorado,CO,Mustangs,Blue,Gold,
428,Carmel Catholic,"Mundelein,IL",Mundelein,Illinois,IL,Corsairs,Brown,Gold,White
429,Sumner,"Sumner,WA",Sumner,Washington,WA,Spartans,Purple,Gold,
430,Sumner,"Kentwood,LA",Kentwood,Louisiana,LA,Cowboys,Red,White,Blue
431,Bothell,"Bothell,WA",Bothell,Washington,WA,Cougars,RoyalBlue,White,Black
432,Rippowam,"Stamford,CT",Stamford,Connecticut,CT,-,-,-,
433,Danvers,"Danvers,MA",Danvers,Massachusetts,MA,Falcons,Blue,Orange,
434,Roxbury,"Succasunna,NJ",Succasunna,New Jersey,NJ,Gaels,Blue,Gold,
435,Bishop Canevin Catholic,"Pittsburgh,PA",Pittsburgh,Pennsylvania,PA,Crusaders,Blue,White,
436,Skidmore-Tynan,"Skidmore,TX",Skidmore,Texas,TX,Bobcats,Purple,Gold,
437,Artesia,"Artesia,NM",Artesia,New Mexico,NM,Bulldogs,Orange,Black,
438,Artesia,"Lakewood,CA",Lakewood,California,CA,Pioneers,Black,Red,White
439,Spartanburg,"Spartanburg,SC",Spartanburg,South Carolina,SC,Vikings,Navy,Gold,
440,Edgewood,"West Covina,CA",West Covina,California,CA,-,-,-,
441,Luis Pales Matos,"Santa Rosa,PR",Santa Rosa,Puerto Rico,PR,-,-,-,
442,Pawtucket West,"Pawtucket,RI",Pawtucket,Rhode Island,RI,-,-,-,
443,Tennyson,"Hayward,CA",Hayward,California,CA,Lancers,Columbia Blu,White,
444,Laurel,"Laurel,MS",Laurel,Mississippi,MS,Golden Tornadoes,Cardinal,Gold,
445,Roosevelt,"Brooklyn,NY",Brooklyn,New York,NY,Cougars,Scarlet,Silver,
446,Oak Hall,"Gainesville,FL",Gainesville,Florida,FL,Eagles,Burgundy,Gold,White
447,Bartow,"Bartow,FL",Bartow,Florida,FL,Yellow Jackets,Orange,Blue,White
448,Davenport North,"Davenport,IA",Davenport,Iowa,IA,Wildcats,RoyalBlue,Gold,
449,Cherry Creek,"Greenwood Village,CO",Greenwood Village,Colorado,CO,Bruins,Blue,Red,
451,Boone,"Orlando,FL",Orlando,Florida,FL,Braves,Orange,ColumbiaBlue,White
452,Mount Carmel,"San Diego,CA",San Diego,California,CA,Sundevils,Scarlet,Gold,
453,Page,"Page,AZ",Page,Arizona,AZ,Sand Devils,Red,Black,
454,Gnadenhutten,"Gnadenhutten,OH",Gnadenhutten,Ohio,OH,-,-,-,
455,Sonora,"La Habra,CA",La Habra,California,CA,Raiders,Blue,Gold,
456,Ansonia,"Ansonia,CT",Ansonia,Connecticut,CT,Chargers,Blue,White,
457,Proviso West,"Hillside,IL",Hillside,Illinois,IL,Panthers,Red,White,
458,Brookhaven,"Brookhaven,MS",Brookhaven,Mississippi,MS,Panthers,Blue,White,
459,Bayport-Blue Point,"Bayport,NY",Bayport,New York,NY,Phantoms,Navy,Gold,
460,Atlantic Community,"Delray Beach,FL",Delray Beach,Florida,FL,Eagles,Green,White,
462,Albany,"Albany,NY",Albany,New York,NY,Falcons,Blue,Grey,
463,Pacifica,"Garden Grove,CA",Garden Grove,California,CA,Mariners,Black,White,Blue
464,Mosley,"Panama City,FL",Panama City,Florida,FL,Dolphins,Green,Orange,White
465,George County,"Lucedale,MS",Lucedale,Mississippi,MS,Rebels,Maroon,White,Gold
466,Central,"Tuscaloosa,AL",Tuscaloosa,Alabama,AL,Tigers,Red,White,
467,West Stanly,"Stanley,NC",Stanley,North Carolina,NC,Colts,Green,Gold,
468,Seminole,"Seminole,FL",Seminole,Florida,FL,Warhawks,Green,Orange,
469,Loudon Valley,"Purcellville,VA",Purcellville,Virginia,VA,Vikings,Green,White,Gold
470,South San Francisco,"South San Francisco,CA",South San Francisco,California,CA,Warriors,Blue,White,
471,Minnetonka,"Minnetonka,MN",Minnetonka,Minnesota,MN,Skippers,RoyalBlue,White,
472,Solon,"Solon,OH",Solon,Ohio,OH,Comets,Blue,Gold,White
473,Keller,"Keller,TX",Keller,Texas,TX,Indians,Blue,Gold,
474,Buchser,"Santa Clara,CA",Santa Clara,California,CA,-,-,-,
475,Covina,"Covina,CA",Covina,California,CA,Colts,Cardinal,White,
476,Buffalo Grove,"Buffalo Grove,IL",Buffalo Grove,Illinois,IL,Bisons,Navy,CC5500,White
477,Dr. Phillips,"Orlando,FL",Orlando,Florida,FL,Panthers,Navy,Blue,
478,Ribault,"Jacksonville,FL",Jacksonville,Florida,FL,Trojans,Lightblue,White,Black
479,Port St. Joe,"Port St. Joe,FL",Port St. Joe,Florida,FL,Sharks,Purple,Gold,White
480,Oakland,"Murfreesboro,TN",Murfreesboro,Tennessee,TN,Patriots,Red,White,Blue
481,Washington,"Pensacola,FL",Pensacola,Florida,FL,Wildcats,RoyalBlue,White,
482,Stigler,"Stigler,OK",Stigler,Oklahoma,OK,Panthers,Red,White,
484,Grand Junction,"Grand Junction,CO",Grand Junction,Colorado,CO,Tigers,Orange,Black,
485,Chaminade Prep,"West Hills,CA",West Hills,California,CA,Eagles,Burnt Orange,Navy,
486,Lyons,"Lyons,NY",Lyons,New York,NY,Lions,Maroon,White,
487,Leodis V. McDaniel,"Portland,OR",Portland,Oregon,OR,Mountain Lions,Red,Blue,
488,Desert Mountain,"Scottsdale,AZ",Scottsdale,Arizona,AZ,Wolves,Maroon,Gray,
489,St. Bernard,"Playa del Ray,CA",Playa del Ray,California,CA,Vikings,Blue,Gold,White
490,Stamford,"Stamford,CT",Stamford,Connecticut,CT,Black Knights,Orange,Black,
491,Westlake,"Austin,TX",Austin,Texas,TX,Chaparrals,Red,Blue,White
492,Douglass,"Oklahoma City,OK",Oklahoma City,Oklahoma,OK,Trojans,Navy,Orange,
493,Paseo Academy,"Kansas City,MO",Kansas City,Missouri,MO,Pirates,Green,Orange,
494,Tate,"Cantonment,FL",Cantonment,Florida,FL,Aggies,Crimson,Gray,
495,King,"Tampa,FL",Tampa,Florida,FL,Lions,Scarlett,9BDDFF,
496,Regis Jesuit,"Aurora,CO",Aurora,Colorado,CO,Raiders,Scarlet,White,
497,Clifton,"Clifton,TX",Clifton,Texas,TX,Cubs,Green,White,
498,Newport,"Bellevue,WA",Bellevue,Washington,WA,Knights,Scarlet,Gold,
499,Newport Central Catholic,"Newport,KY",Newport,Kentucky,KY,Thoroughbreds,RoyalBlue,Gold,
500,Newport,"Newport,KY",Newport,Kentucky,KY,Wildcats,Red,Black,
501,Newport News,"Newport News,VA",Newport News,Virginia,VA,-,-,-,
502,Newport Harbor,"Newport Beach,CA",Newport Beach,California,CA,Sailors,Blue,Gray,
503,Randolph,"Randolph,WI",Randolph,Wisconsin,WI,Rockets,RoyalBlue,White,
504,Eastern Randolph,"Ramseur ,NC",Ramseur ,North Carolina,NC,Wildcats,Gold,Green,
505,Randolph Southern,"Lynn,IN",Lynn,Indiana,IN,Rebels,Green,White,
506,Randolph,"Randolph,NJ",Randolph,New Jersey,NJ,Rams,Blue,Gold,
507,Benton,"St. Joseph,MO",St. Joseph,Missouri,MO,Cardinals,Red,White,
508,Benton,"Benton,LA",Benton,Louisiana,LA,Tigers,Purple,Yellow,
509,Benton Central,"Oxford,IN",Oxford,Indiana,IN,Bisons,Green,Gold,
510,Benton,"Van Horne,IA",Van Horne,Iowa,IA,Bobcats,RoyalBlue,Gold,
511,Benton,"Benton,AR",Benton,Arkansas,AR,Panthers,Maroon,Gray,
512,Benton Harbor,"Benton Harbor,MI",Benton Harbor,Michigan,MI,Tigers,Orange,Black,
513,Bentonville,"Bentonville,AR",Bentonville,Arkansas,AR,Tigers,Black,Gold,
514,Zion-Benton,"Zion,IL",Zion,Illinois,IL,Zee-Bees,Maroon,White,
515,Kiona-Benton,"Benton City,WA",Benton City,Washington,WA,Bears,Blue,White,
516,St. Augustine,"New Orleans,LA",New Orleans,Louisiana,LA,Purple Knights,Purple,Gold,
517,North Augusta,"North Augusta,SC",North Augusta,South Carolina,SC,Yellowjackets,Black,Gold,
518,Augusta Christian,"Martinez,GA",Martinez,Georgia,GA,Lions,Maroon,Black,white
519,Dr. Augustin Stahl,"Bayamon,PR",Bayamon,Puerto Rico,PR,-,-,-,
520,St. Augustine,"St. Augustine,FL",St. Augustine,Florida,FL,Yellowjackets,Maroon,Gold,
521,San Augustine,"San Augustine,TX",San Augustine,Texas,TX,Wolves,Red,Black,White
522,Augustinian Academy for Boys,"St. Louis,MO",St. Louis,Missouri,MO,-,-,-,
523,Land O'Lakes,"Land O'Lakes,FL",Land O'Lakes,Florida,FL,Gators,Blue,Gold,
524,Lakeland Christian,"Lakeland,FL",Lakeland,Florida,FL,Vikings,#044F88,white,
525,Lakeland,"Rathdrum,ID",Rathdrum,Idaho,ID,Hawks,Green,Gold,
526,Lakeland Regional,"Wanaque,NJ",Wanaque,New Jersey,NJ,Lancers,Scarlet,Gray,
527,Lake Highlands,"Dallas,TX",Dallas,Texas,TX,Wildcats,Red,White,
528,Lakeland,"Suffolk,VA",Suffolk,Virginia,VA,Cavaliers,Blue,white,
529,Lakeland,"Shrub Oak,NY",Shrub Oak,New York,NY,Hornets,Geen,Gold,
530,Braintree,"Braintree,MA",Braintree,Massachusetts,MA,Wamps,Blue,White,
532,El Cerrito,"El Cerrito,CA",El Cerrito,California,CA,Gauchos,Green,White,
533,Kecoughtan,"Hampton,VA",Hampton,Virginia,VA,Warriors,Green,white,
534,Prairiland,"Pattonville,TX",Pattonville,Texas,TX,Patriots,Red,White,Blue
535,Manatee,"Bradenton,FL",Bradenton,Florida,FL,Hurricanes,Red,White,Blue
536,South Hills,"West Covina,CA",West Covina,California,CA,Huskies,Green,Gold,
537,Frankford,"Philadelphia,PA",Philadelphia,Pennsylvania,PA,Pioneers,Gold,Navy,Crimson
538,Crescenta Valley,"La Crescenta,CA",La Crescenta,California,CA,Falcons,Columbia Blu,RoyalBlue,
539,Woodbury,"Woodbury,NJ",Woodbury,New Jersey,NJ,Thundering Herd,Blue,Yellow,
540,Comeaux,"Lafayette,LA",Lafayette,Louisiana,LA,Spartans,Red,White,Navy
541,McClatchy,"Sacramento,CA",Sacramento,California,CA,Lions,Cardinal,White,
542,Francis Howell North,"St. Charles,MO",St. Charles,Missouri,MO,Knights,Black,Gold,
543,David Starr Jordan,"Long Beach,CA",Long Beach,California,CA,Panthers,RoyalBlue,White,
544,St. John Bosco,"Bellflower,CA",Bellflower,California,CA,Braves,Blue,White,Gold
545,Hawthorne,"Hawthorne,CA",Hawthorne,California,CA,Cougars,Scarlet,Gold,
546,Ennis,"Ennis,TX",Ennis,Texas,TX,Lions,maroon,white,
548,Morrilton,"Morrilton,AR",Morrilton,Arkansas,AR,Devil Dogs,maroon,gray,
549,Jesuit,"Tampa,FL",Tampa,Florida,FL,Tigers,Blue,White,
550,Ayersville,"Defiance,OH",Defiance,Ohio,OH,Pilots,#75B2DD,#FFD700,
551,Medardo Carazo,"Trujillo Alto,PR",Trujillo Alto,Puerto Rico,PR,-,-,-,
552,Fremont,"Los Angeles,CA",Los Angeles,California,CA,Pathfinders,Cardinal,Gray,
553,Parkview,"Springfield,MO",Springfield,Missouri,MO,Vikings,Green,Gold,White
554,Evander Child,"Bronx,NY",Bronx,New York,NY,-,-,-,
555,North Bergen,"North Bergen,NJ",North Bergen,New Jersey,NJ,Bruins,Red,Gold,
556,Vanguard,"Ocala,FL",Ocala,Florida,FL,Knights,Red,White,Blue
557,Brea-Olinda,"Brea,CA",Brea,California,CA,Wildcats,Gold,Green,
558,St. Ignatius,"Cleveland,OH",Cleveland,Ohio,OH,Wildcats,blue,gold,
559,Basic Academy,"Henderson,NV",Henderson,Nevada,NV,Wolves,Blue,Silver,
560,Jefferson City,"Jefferson City,MO",Jefferson City,Missouri,MO,Jays,Red,Black,
561,Point Loma,"San Diego,CA",San Diego,California,CA,Pointers,maroon,gold,
562,Knoch,"Saxonburg,PA",Saxonburg,Pennsylvania,PA,Knights,Gold,Blue,
563,Jefferson,"Los Angeles,CA",Los Angeles,California,CA,Democrats,green,gold,
564,Lexington,"Lexington,MA",Lexington,Massachusetts,MA,Minutemen,Blue,Gold,
565,Los Gatos,"Los Gatos,CA",Los Gatos,California,CA,Wildcats,Orange,Black,
566,Desmet Catholic,"Chesterfield,MO",Chesterfield,Missouri,MO,-,-,-,
567,Lone Tree,"Lone Tree,CO",Lone Tree,Colorado,CO,-,-,-,
568,Madera,"Madera,CA",Madera,California,CA,Coyotes,Blue,White,
569,Coyle and Cassidy,"Taunton,MA",Taunton,Massachusetts,MA,Warriors,Blue,Gold,
570,Lihon,"Nashville,TN",Nashville,Tennessee,TN,-,-,-,
571,Irvine,"Irvine,CA",Irvine,California,CA,Vaqueros,Green,lightblue,
572,Fountain Valley,"Fountain Valley,CA",Fountain Valley,California,CA,Barons,gold,blue,
573,Southeast,"Bradenton,FL",Bradenton,Florida,FL,Seminoles,Blue,Orange,
574,Lumberton,"Lumberton,TX",Lumberton,Texas,TX,Raiders,#568EFF,red,
575,Lumberton,"Lumberton,MS",Lumberton,Mississippi,MS,Panthers,black,white,
576,Aiea,"Honolulu,HI",Honolulu,Hawaii,HI,-,Green,White,
577,Hillcrest,"Springfield,MO",Springfield,Missouri,MO,Hornets,Blue,Gray,
578,Catholic Central,"Windsor,ON",Windsor,Ontario,ON,Comets,blue,gold,
579,Baker,"Baker City,OR",Baker City,Oregon,OR,Bulldogs,purple,gold,
580,Woodlake Union,"Woodlake,CA",Woodlake,California,CA,Tigers,black,orange,
581,Woodmore,"Elmore,OH",Elmore,Ohio,OH,Wildcats,blue,gold,
582,Rialto,"Rialto,CA",Rialto,California,CA,Knights,Blue,Silver,White
583,Goose Creek,"Goose Creek,SC",Goose Creek,South Carolina,SC,Alligators,Gold,Black,
584,Crenshaw,"Los Angeles,CA",Los Angeles,California,CA,Cougars,Blue,Gold,
585,Western,"Davie,FL",Davie,Florida,FL,Wildcats,Black,Gold,
586,Plantation,"Plantation,FL",Plantation,Florida,FL,Colonels,Red,White,Blue
587,Borah,"Boise,ID",Boise,Idaho,ID,Lions,Green,Gold,
588,St. Mary Cathedral,"Gaylord,MI",Gaylord,Michigan,MI,Snowbirds,blue,white,
589,Kennedy-Kenrick Catholic,"Norristown,PA",Norristown,Pennsylvania,PA,Wolverines,royalblue,FFCC00,
590,Alvin,"Alvin,TX",Alvin,Texas,TX,Yellowjackets,orange,white,
591,Sewanhaka,"Elmont,NY",Elmont,New York,NY,Indians,Purple,Gold,White
592,Valley Forge Military Academy,"Wayne,PA",Wayne,Pennsylvania,PA,Trojans,#FFD700,blue,
593,Herricks,"New Hyde Park,NY",New Hyde Park,New York,NY,Highlanders,Blue,Silver,
595,Capitol City,"Oklahoma City,OK",Oklahoma City,Oklahoma,OK,-,-,-,
596,Roane County,"Kingston,TN",Kingston,Tennessee,TN,Yellow Jackets,black,orange,
597,Maplesville,"Maplesville,AL",Maplesville,Alabama,AL,Red Devils,Red,White,
598,Boyertown Area,"Boyertown,PA",Boyertown,Pennsylvania,PA,Bears,black,red,
599,South Plantation,"Plantation,FL",Plantation,Florida,FL,Paladins,Purple,White,Gold
600,South Plainfield,"South Plainfield,NJ",South Plainfield,New Jersey,NJ,Tigers,Green,White,
602,West Springfield,"Springfield,VA",Springfield,Virginia,VA,Spartans,Blue,Orange,
603,Jeffersonville,"Jeffersonville,IN",Jeffersonville,Indiana,IN,Red Devils,Red,White,
604,Berrien County,"Nashville,GA",Nashville,Georgia,GA,Rebels,red,white,
605,Berrien Springs,"Berrien Springs,MI",Berrien Springs,Michigan,MI,Shamrocks,green,black,
606,Southside,"Selma,AL",Selma,Alabama,AL,Panthers,red,white,
607,Southside,"Gadsden,AL",Gadsden,Alabama,AL,Panthers,black,red,
608,Southside,"Fort Smith,AR",Fort Smith,Arkansas,AR,Rebels,9BDDFF,White,
609,Southside,"Florence,SC",Florence,South Carolina,SC,-,-,-,
610,South Side,"Memphis,TN",Memphis,Tennessee,TN,Scrappers,maroon,gold,
611,Muncie Southside,"Muncie,IN",Muncie,Indiana,IN,Rebels,red,white,
612,Southside,"Elmira,NY",Elmira,New York,NY,Green Hornets,Green,White,
613,Dos Pueblos,"Goleta,CA",Goleta,California,CA,Chargers,Blue,Gold,
614,Hueneme,"Oxnard,CA",Oxnard,California,CA,Vikings,Red,White,
615,Methuen,"Methuen,MA",Methuen,Massachusetts,MA,Rangers,Blue,White,
616,Cactus,"Glendale,AZ",Glendale,Arizona,AZ,Cobras,9BDDFF,Silver,
617,Cactus Shadows,"Cave Creek,AZ",Cave Creek,Arizona,AZ,Falcons,Blue,Gray,
